Empirical likelihood confidence intervals for response mean with data missing at random||LIUGEN XUE
Effect of welding motion and pre-/post- annealing of friction stir welded AA5754 joints||M. Cabibbo,A. Forcellese,M. Simoncini,M. Pieralisi,D. Ciccarelli
Cryogenic friction-stir processing of ultrafine-grained Al-Mg-TiO2  nanocomposites||F. Khodabakhshi,A.P. Gerlich,A. Simchi,A.H. Kokabi
Transition metal-catalyzed living radical polymerization: toward perfection in catalysis and precision polymer synthesis||Ouchi M,Terashima T,Sawamoto M
Nanofiber micelles from the self-assembly of block copolymers||Jieshu Qian,Meng Zhang,Ian Manners,Mitchell A. Winnik
Solvent tunable self-assembly of amphiphilic rod-coil block copolymers with chiral, helical polycarbodiimide segments: polymeric nanostructures with variable shapes and sizes||James F. Reuther,Dumindika A. Siriwardane,Raymond Campos,Bruce M. Novak
Self-assembly of polypeptide-based block copolymer amphiphiles||Autumn Carlsen,Sébastien Lecommandoux
Recent advances in research on carbon nanotube-polymer composites||Byrne MT,Gun'ko YK
Pillar-Shaped Macrocyclic Hosts Pillar[n]arenes: New Key Players for Supramolecular Chemistry||Ogoshi T,Yamagishi TA,Nakamoto Y
Synthetic Self-Assembled Materials in Biological Environments||Versluis F,van Esch JH,Eelkema R
Serendipitous Synthesis of Ag1.92Mo3O10?H2O Nanowires from AgNO3?Assisted Etching of Ammonium Phosphomolybdate: A Material with High Adsorption Capacity||Chanchal Mondal,Jaya Pal,Kuntal Kumar Pal,Anup Kumar Sasmal,Mainak Ganguly
Large scale, low temperature hotplate synthesis of germanium dioxide nanowires||Muhammad Farhan,Muhammad A. Khan,Timothy P. Hogan
Engineering nanoassemblies of polysaccharides||Boddohi S,Kipper MJ
Remotely triggerable drug delivery systems||Timko BP,Dvir T,Kohane DS
Gated hybrid delivery systems: En route to sensory materials with inherent signal amplification||Mandy Hecht,Estela Climent,Mustafa Biyikal,Félix Sancenón,Ramón Martínez-Máñez
Precursor of Shish-Kebab in Atactic Polystyrene/Isotactic Polystyrene Blend above Nominal Melting Temperature||Cong Deng,Tetsuaki Fujiwara,Inga Polec,Go Matsuba,Ling Jin
Aggregation-Induced Emission: Together We Shine, United We Soar||Mei J,Leung NL,Kwok RT,Lam JW,Tang BZ
Poly(aryleneethynylene)s (PAE) as Paradigmatic Sensor Cores||Bunz UH,Seehafer K,Bender M,Porz M
Metal- and Anion-Binding Supra-molecular Gels||MarcOliver M. Piepenbrock,Gareth O. Lloyd,Nigel Clarke,Jonathan W. Steed
Solution-Phase Extraction of Ultrathin Inner Shells from Double-Wall Carbon Nanotubes||Yasumitsu Miyata,Marie Suzuki,Miho Fujihara,Yuki Asada,Ryo Kitaura
Crystalline materials: Twin behaviour and size||Kraft O
Nanostructured alloys: large tensile elongation||Valiev RZ
Superhard materials are cut out for a tough life||Cordelia Sealy
Integrated modeling of friction stir welding of 6xxx series Al alloys: Process, microstructure and properties||A. Simar,Y. Bréchet,B. de Meester,A. Denquin,C. Gallais
Mechanistic coupling of dislocation and shear transformation zone plasticity in crystalline-amorphous nanolaminates||Bin Cheng,Jason R. Trelewicz
Engineered nanomembranes for smart energystorage devices||Wang X,Chen Y,Schmidt OG,Yan C
Focusing on energy and optoelectronic applications: A journey for graphene and graphene oxide at large scale||Xiangjian Wan,Yi Huang,Yongsheng Chen
Electrochemistry of Graphene and Related Materials||Adriano Ambrosi,Chun Kiang Chua,Alessandra Bonanni,Martin Pumera
Defect-related luminescent materials: synthesis,emission properties and applications||Zhang C,Lin J
Porous Anodic Aluminum Oxide: Anodization and Templated Synthesis of Functional Nanostructures||Lee W,Park SJ
Particle size distribution and composition in phase-separated Cu 75 Co 25 alloys under various magnetic fields||Yikun Zhang,Jianrong Gao,Hideyuki Yasuda,Matthias Kolbe,Gerhard Wilde
Microstructure and performance of solid TC4 titanium alloy subjected to the high pulsed magnetic field treatment||G.R. Li,Y.M. Li,F.F. Wang,H.M. Wang
Thermal management of time-varying high heat flux electronic devices||T. David,D. Mendler,A. Mosyak,A. Bar-Cohen,G. Hetsroni
Time-strip visualization and thermos-hydrodynamics in a Closed Loop Pulsating Heat Pipe||Giulia Spinato,Navid Borhani,Brian P. d'Entremont,John R. Thome
Ceramic-like wear behaviour of human dental enamel||J.A. Arsecularatne,M. Hoffman
A simple framework for relating variations in runoff to variations in climatic conditions and catchment properties||Michael L. Roderick,Graham D. Farquhar
Applying multi-parameter runoff elasticity to assess water availability in a changing climate: an example from Texas, USA||Brikowski T. H
Attribution for decreasing streamflow of the Haihe River basin, northern China: climate variability or human activities?||Zhenxin Bao,Jianyun Zhang,Guoqing Wang,Guobin Fu,Ruimin He
Non-linear torsion behaviour of concrete filled steel tube columns||Yu-Hang Wang,Xu-Hong Zhou
Photocatalytic degradation of two volatile fatty acids in an annular plug-flow reactor; Kinetic modeling and contribution of mass transfer rate||PierreFrançois Biard,Abdelkrim Bouzaza and,Dominique Wolbert
Evaluation of an air-cleaning unit having photocatalytic sheets to remove acetaldehyde from indoor air||M. Sung,S. Kato,F. Kawanami,M. Sudo
Wide ZVS range asymmetric half- bridge converter with clamp switch and diode for high conversion efficiency||Cheol-O Yeon,Jae-Bum Lee,Il-Oun Lee,Gun-Woo Moon
Seamless transfer control strategy for fuel cell uninterruptible power supply system||Wenping Zhang,Dehong Xu,Xiao Li,Ren Xie,Haijin Li
A three-level resonant single-stage power factor correction converter: analysis, design and implementation||Mohammed S. Agamy,Praveen K. Jain
Boundary control of full-bridge ZVS: natural switching surface for transient and steady-state operation||Germán G. Oggier,Martin Ordonez
Minimum energy and capacitance requirements for single- phase inverters and rectifiers using a ripple port||Philip T. Krein,Robert S. Balog,Mehran Mirjafari
Dynamic stiffness matrix development and free vibration analysis of a moving beam||J.R. Banerjee,W.D. Gunawardana
Dynamic responses of a saturated poroelastic half-space generated by a moving truck on the uneven pavement||Yuanqiang Cai,Yao Chen,Zhigang Cao,Honglei Sun,Lin Guo
Compositional control of continuously graded anode functional layer||J. McCoppin,I. Barney,S. Mukhopadhyay,R. Miller,T. Reitz
Glass-based seals for solid oxide fuel and electrolyzer cells – A review||M.K. Mahapatra,K. Lu
Design and functionality of colloidal- crystal-templated materials-chemical applications of inverse opals||Stein A,Wilson BE,Rudisill SG
Current status and future developments in preparation and application of colloidal crystals||Cong H,Yu B,Tang J,Li Z,Liu X
Generating an indicator for pump impeller damage using half and full spectra, fuzzy preference-based rough sets and PCA||Zhao Xiaomin,Zuo Ming J,Patel Tejas H
The influence of size effect on the ductile fracture in micro-scaled plastic deformation||J.Q. Ran,M.W. Fu,W.L. Chan
Instantaneous tool deflection model for micro milling||Ali Mamedov,S. Ehsan Layegh K
A quantitative study of the tribological size effect in microforming with a multi-region FEA model||Hong Seok Kim
Multi-objective optimization using Taguchi based grey relational analysis for micro-milling of Al 7075 material with ball nose end mill||Emel Kuram,Babur Ozcelik
A constitutive framework for the elastoplastic modelling of geomaterials||Giuseppe Mortara
An insight into the water retention properties of compacted clayey soils||E. ROMERO,G. DELLA VECCHIA,C. JOMMI
Dissimilar friction stir welding between magnesium and aluminum alloys||Y.J. Kwon,I. Shigematsu,N. Saito
On tool stirring action in friction stir welding of work hardenable aluminium alloys||G Buffa,D Campanella,L Fratini
Surface characterization of titanium hydride powder||Irena Paulin,Črtomir Donik,Djordje Mandrino,Maja Vončina,Monika Jenko
TG-FTIR analysis of switchgrass pyrolysis||Lee SeongBeom,Fasina O
Biomass pyrolysis-A review of modelling, process parameters and catalytic studies||Abhishek Sharma,Vishnu Pareek,Dongke Zhang
Upgrading of bio-oil from biomass fast pyrolysis in China: A review||Le Zhang,Ronghou Liu,Renzhan Yin,Yuanfei Mei
Catalytic Steam Gasification of Biomass: Catalysts, Thermodynamics and Kinetics||Hugo de Lasa,Enrique Salaices,Jahirul Mazumder,Rahima Lucky
Gas Phase Mercury Oxidation by Halogens (Cl, Br, I) in Combustion Effluents: Influence of Operating Conditions||Itsaso AuzmendiMurua,Joseph W. Bozzelli
Predicting the Dynamic Compressive Strength of Carbonate Rocks from Quasi-Static Properties||H. Yavuz,K. Tufekci,R. Kayacan,H. Cevizci
A Study on the Vibration Frequency of Blasting Excavation in Highly Stressed Rock Masses||Jianhua Yang,Wenbo Lu,Qinghui Jiang,Chi Yao
Numerical simulation of swash zone fluid accelerations||Puleo Jack A,Farhadzadeh Ali,Kobayashi Nobuhisa
Sharp interface immersed-boundary/level-set method for wave–body interactions||Jianming Yang,Frederick Stern
Fluid–structure interaction in partially filled liquid containers: A comparative review of numerical approaches||S. Rebouillat,D. Liksonov
Decontamination and disinfection of water by solar photocatalysis: The pilot plants of the Plataforma Solar de Almeria||Sixto Malato,Manuel I. Maldonado,Pilar Fernández-Ibáñez,Isabel Oller,Inmaculada Polo
Nanostructured WO3/BiVO4 Photoanodes for Efficient Photoelectrochemical Water Splitting||Pihosh Yuriy,Turkevych Ivan,Mawatari Kazuma,Asai Tomohiro,Hisatomi Takashi
Hetero-nanostructured suspended photocatalysts for solar-to-fuel conversion||YuPeng Yuan,LinWei Ruan,James Barber,Say Chye Joachim Loo,Can Xue
Bifurcations of fuzzy nonlinear dynamical systems||Ling Hong,Jian-Qiao Sun
Synchronization of two different non-autonomous chaotic systems using fuzzy disturbance observer||Woojong Yoo,Daehyun Ji,Sangchul Won
Environmental applications of graphene-based Nanomaterials||Perreault F,Fonseca de Faria A,Elimelech M
Batch cadmium(II) biosorption by an industrial residue of macrofungal biomass (Clitopilus scyphoides)||S. Moussous,A. Selatnia,A. Merati,G.A. junter
A methodology for module portfolio planning within the service 5 solution layer of a product–service system||Hao Li,Yangjian Ji,Qifeng Li,Miying Yang,Steve Evens
Cloud manufacturing service composition based on QoS with geo-perspective transportation using an improved Artificial Bee Colony optimisation algorithm||Jorick Lartigau,Xiaofei Xu,Lanshun Nie,Dechen Zhan
Resource allocation in cloud-based design and manufacturing: a mechanism design approach||Joseph Thekinen,Jitesh H. Panchal
Composition of resource-service chain for cloud manufacturing||Haibo Li,Keith C. C. Chan,Mengxia Liang,Xiangyu Luo
Step ring-based three-dimensional path planning via graphics processing unit simulation for subtractive three-dimensional printing||Zhengkai Wu,Thomas M. Tucker,Chandra Nath,Thomas R. Kurfess,Richard W. Vuduc
A grid-based collaborative supply chain with multi-product multi-period production-distribution||Mehran Sepehri
Effect of environmental oxygen content on the oxide inclusion in laser solid formed AISI 420 stainless steel||Menghua Song,Xin Lin,Fenggang Liu,Haiou Yang,Weidong Huang
Microstructure morphologies during the transient solidification of hypomonotectic and monotectic Al-Pb alloys||Adrina P. Silva,Amauri Garcia,José E. Spinelli
Nanocomposites based on polyurethanes and carbon nanoparticles: preparation, properties and application||Elmira Badamshina,Yakov Estrin,Margarita Gafurova
Polymer-inorganic supramolecular nanohybrids for red, white, green, and blue applications||Dae-Hwan Park,Seong-Ju Hwang,Jae-Min Oh,Jae-Hun Yang,Jin-Ho Choy
Use of Transmitting Boundary for Loads Having Non-Vanishing Time Average||D.S. Shridhar,V.S. Chandrasekaran
Thermoacoustic properties of fibrous materials||Jensen C,Raspet R
Review of non-reactive and reactive wetting of liquids on surfaces||Girish Kumar,K. Narayan Prabhu
Evolution of CuSn intermetallics between molten SnAgCu solder and Cu substrate||Jicheng Gong,Changqing Liu,Paul P. Conway,Vadim V. Silberschmidt
Deformation behavior of tin and some tin alloys||Fuqian Yang,J. C. M. Li
Microstructure-based modeling of the ageing effect on the deformation behavior of the eutectic micro-constituent in SnAgCu lead-free solder||Milad Maleki,Joel Cugnoni,John Botsis
Wetting in Soldering and Microelectronics||T. Matsumoto,K. Nogi
The formation of electric circuits with carbon nanotubes and copper using tin solder||Jacques Marseille
Effect of mono and composite coating on dynamic fracture toughness of metals at different temperatures||G.L. Manjunath,S. Surendran
Stochastic characteristics of powder metallurgy processing||Andrzej Sluzalec
Anti-plane crack intersecting the interface in a bonded smart structure with graded magnetoelectroelastic properties||Y.D. Li,K.Y. Lee
Dynamic crack interactions in magnetoelectroelastic composite materials||R. Rojas-Díaz,F. García-Sánchez,A. Sáez,Ch. Zhang
Transient dynamic crack analysis in linear magnetoelectroelastic solids by a hypersingular time-domain BEM||M. Wünsche,A. Sáez,F. García-Sánchez,Ch. Zhang
Investigation of the behavior of a mixed-mode crack in a functionally graded magneto–electro-elastic material by use of the non-local theory||N. Jamia,S. El-Borgi,M. Rekik,S. Usman
Analysis of wave propagation in carbon nanotubes via elastic shell theories||K.M. Liew,Q. Wang
The effects of residual stresses and degradation on the response of viscoplastic functionally graded materials||Anastasia Muliana
Finite element analysis of crack closure in two-dimensional bodies subjected to heating||Georgios I. Giannopoulos,Nick K. Anifantis
Thermal fracture resistance of a functionally graded coating with periodic edge cracks||Z.-H. Jin,Y.Z. Feng
Development of a novel alkaline zinc–iron plating bath containing sorbitol and the chemical, physical and morphological characterizatin of the Zn–Fe films||L.L. Barbosa,I.A. Carlos
The convective instability of Maxwell fluid-saturated porous layer using a thermal non-equilibrium model||M.S. Malashetty,Sridhar Kulkarni
A multi-level fractal model for the effective thermal conductivity of silica aerogel||Zeng-Yao Li,He Liu,Xin-Peng Zhao,Wen-Quan Tao
Fractal Models in Exploration Geophysics Applications to Hydrocarbon Reservoirs||Dimri V. P,Srivastava R. P,Vedanti Nimisha
The fastest capillary flow under gravity||Shou Dahua) Centre for Advanced Materials Technology (CAMT,Ye Lin,Fan Jintu
Asymptotic modelling of flows in microchannel by using Navier-Stokes or Burnett equations and comparison with DSMC simulations||Renée Gatignol
Nonstationary response of nonlinear oscillators with optimal bounded control and broad-band noises||Luyuan Qi,G.Q. Cai,Wei Xu
Bounded nonlinear stochastic control based on the probability distribution for the sdof oscillator||Ji-Hun Park,Kyung-Won Min
A brief review of stochastic control of structures||T. K. Datta
Response of nonlinear systems in probability domain using stochastic averaging||KUMAR Deepak,DATTA T. K
