Efficiency bounds for missing data models with semiparametric restrictions||Bryan S. Graham
Cyanobacteria blooms produce teratogenic retinoic acids||Wu X,Jiang J,Wan Y,Giesy JP,Hu J
The effect of pressure on sulphur speciation in mid-to deep-crustal arc magmas and implications for the formation of porphyry copper deposits||Vladimir Matjuschkin,Jon D. Blundy
Geology, mineralogy, and geochemistry of magnetite-associated Au mineralization of the ultramafic-basalt greenstone hosted Crusader Complex, Agnew Gold Camp, Eastern Yilgarn Craton, Western Australia||
The relationship between subduction zone redox budget and arc magma fertility||K.-A. Evans,A.-G. Tomkins
Crustal and uppermost mantle velocity structure and its relationship with the formation of ore districts in the Middle-Lower Yangtze River region||Longbin Ouyang,Hongyi Li,Qingtian Lü,Yingjie Yang,Xinfu Li
High abundances of noble gas and chlorine delivered to the mantle by serpentinite subduction||Mark A. Kendrick,Marco Scambelluri,Masahiko Honda,David Phillips
The Fate of Sulfur During Fluid-Present Melting of Subducting Basaltic Crust at Variable Oxygen Fugacity||Sébastien Jégo,Rajdeep Dasgupta
Global continental and ocean basin reconstructions since 200 Ma||M. Seton,R.D. Müller,S. Zahirovic,C. Gaina,T. Torsvik
Intracontinental Porphyry and Porphyry-Skarn Mineral Systems in Eastern China: Scrutiny of a Special Case "Made-in-China"||Franco Pirajno,T.F. Zhou
Methyldibenzothiophene isomers ratio in crude oils: Gas chromatography tandem mass spectrometry anlaysis/||Stefano Chiaberge,Tiziana Fiorani,Pietro Cesti
Limited waterborne acute toxicity of native polycyclic aromatic compounds from coals of different types compared to their total hazard potential||Wiebke Meyer,ThomasBenjamin Seiler,Mathias Reininghaus,Jan Schwarzbauer,Wilhelm Püttmann
Advances in mass spectrometric characterization of naphthenic acids fraction compounds in oil sands environmental samples and crude oil-a review||Headley JV,Peru KM,Barrow MP
Developments in FT-ICR MS instrumentation, ionization techniques, and data interpretation methods for petroleomics.||Cho Y,Ahmed A,Islam A,Kim S
Uncommon steranes in Brazilian marginal crude oils: Dinoflagellate molecular fossils in the Sergipe-Alagoas Basin, Brazil||Bruno Quirino Ara&uacute;jo,D&eacute;bora de Almeida Azevedo
Organic geochemistry of the early Toarcian oceanic anoxic event in Hawsker Bottoms, Yorkshire, England||K.L. French,J. Sepúlveda,J. Trabucho-Alexandre,D.R. Gröcke,R.E. Summons
An overview of Pre-Devonian petroleum systems – unique characteristics and elevated risks||Barry Jay Katz,Melanie A. Everett
Molecular fossils extracted from the Early Cambrian section in the Three Gorges area, South China||Kentaro Yamada,Yuichiro Ueno,Keita Yamada,Tsuyoshi Komiya,Jian Han
Diurnal variations of summer precipitation over the Asian monsoon region as revealed by TRMM satellite data||JiangYu Mao,GuoXiong Wu
A planetary-scale land-sea breeze circulation in East Asia and the western North Pacific||Wan-Ru Huang,Johnny C. L. Chan,Shih-Yu Wang
Influence of summer monsoon diurnal cycle on moisture transport and precipitation over eastern China||Guixing Chen,Weiming Sha,Masahiro Sawada,Toshiki Iwasaki
Future changes to the intensity and frequency of short-duration extreme rainfall||Westra S,Fowler H. J,Evans J. P,Alexander L. V,Berg P
Linkage Between Hourly Precipitation Events and Atmospheric Temperature Changes over China during the Warm Season||Chiyuan Miao,Qiaohong Sun,Alistair G. L. Borthwick,Qingyun Duan
Observations: Surface and Atmospheric Climate Change||P D Jones,P Ambenje,R Bojariu,D Easterling,A Klein
Dirtier air from a weaker monsoon||Chin Mian
Drying of Indian subcontinent by rapid Indian Ocean warming and a weakening land-sea thermal gradient||Mathew Koll Roxy,Kapoor Ritika,Pascal Terray,Raghu Murtugudde,Karumuri Ashok
Observations of the Mindanao Current during the western equatorial Pacific Ocean circulation study||Roger Lukas,Eric Firing,Peter Hacker,Philip L. Richardson,Curtis A. Collins
The mean structure and variability of the Mindanao Current at 8N||Susan Wijffels,Eric Firing,John Toole
Activities of 50-80 day subthermocline eddies near the Philippine coast||Chiang Tzu‐Ling,Wu Chau‐Ron,Qu Tangdong,Hsin Yi‐Chia
Quasi-stationary North Equatorial Undercurrent jets across the tropical North Pacific Ocean||Bo Qiu,Daniel L. Rudnick,Shuiming Chen,Yuji Kashino
A new paradigm for the North Pacific subthermocline low-latitude western boundary current system||Qiu Bo,Chen Shuiming,Rudnick Daniel L,Kashino Yuji
Energetic subthermocline currents observed east of Mindanao||E. Firing,Y. Kashino,P. Hacker
On the western boundary currents in the Philippine Sea||Qu Tangdong,Mitsudera Humio,Yamagata Toshio
The relation between the Mindanao Current and Mindanao Undercurrent on seasonal scale||WANG Yan,LAN Jian,LI Li
Subtleties of human exposure and response to chemical mixtures from spills||Phetxumphou K,Dietrich AM,Shanaiah N,Smiley E,Gallagher DL
The importance of evaluating the physicochemical and toxicological properties of a contaminant for remediating environments affected by chemical incidents||Wyke S,PeñaFernández A,Brooke N,DuarteDavidson R
A review of current knowledge on toxic benthic freshwater cyanobacteria-Ecology, toxin production and risk management||Catherine Q,Susanna W,Isidora ES,Mark H,Aurélie V
Water analysis: Emerging contaminants and current issues||Richardson SD,Kimura SY
Characterization of disinfection by-products from chromatographically isolated NOM through high-resolution mass spectrometry||Harris BD,Brown TA,McGehee JL,Houserova D,Jackson BA
Minimizing residual aluminum concentration in treated water by tailoring properties of polyaluminum coagulants||Kimura M,Matsui Y,Kondo K,Ishikawa TB,Matsushita T
Dual-enhanced photocatalytic activity of Fe-deposited titanate nanotubes used for simultaneous removal of As(III) and As(V)||Wen Liu,XIAO ZHAO,Alistair G.L. Borthwick,Yanqi Wang,Jinren Ni
Fluoride removal from water by adsorption—A review||Amit Bhatnagar,Eva Kumar,Mika Sillanpää
Gold and silver metallogeny of the South China Fold Belt: a consequence of multiple mineralizing events?||Franco Pirajno,Leon Bagas
Shear wave tomography of China using joint inversion of body and surface wave constrains||
Origin and time evolution of subduction polarity reversal from plate kinematics of Southeast Asia||von Hagke Christoph,Philippon Mélody,Avouac JeanPhilippe,Gurnis Michael
Detrital zircons from the Tananao metamorphic complex of Taiwan: Implications for sediment provenance and Mesozoic tectonics||TF Yui,K Maki,CY Lan,T Hirata,HT Chu
Microprobe Monazite Geochronology: Understanding Geologic Processes by Integrating Composition and Chronology||Michael L. Williams,Michael J. Jercinovic,Callum J. Hetherington
Trace-element composition of hydrothermal zircon and the alteration of Hadean zircon from the Jack Hills, Australia||Paul W.O. Hoskin
Comparative Studies of the Petrochemistry of Sn–W-Mineralized Granitoids: Continent vs. Island Arc||Ishihara Shunso
Old continental zircons from a young oceanic arc, eastern Taiwan: Implications for Luzon subduction initiation and Asian accretionary orogeny||Shao W.Y,Chung S.L,Chen W.S,Lee H.Y,Xie L.W
Discover the possibilities: microbial bioelectrochemical systems and the revival of a 100-year–old discovery||Uwe Schröder
Harvest and utilization of chemical energy in wastes by microbial fuel cells||Sun M,Zhai LF,Li WW,Yu HQ
Optimal Set Anode Potentials Vary in Bioelectrochemical Systems||Rachel C. Wagner,Douglas F. Call,Bruce E. Logan
Simultaneous organic carbon, nutrients removal and energy production in a photomicrobial fuel cell (PFC）||Yifeng Zhang,Jafar Safaa Noori,Irini Angelidaki
Cathode catalysts in bioelectrochemical systems for energy recovery from wastewater||
Towards sustainable wastewater treatment by using microbial fuel cells-centered technologies||Li WenWei,Yu HanQing,He Z
Applications and perspectives of phototrophic microorganisms for electricity generation from organic compounds in microbial fuel cells||Li Xiao,Zhen He
A review of the substrates used in microbial fuel cells (MFCs) for sustainable energy production||Pant D,Van Bogaert G,Diels L,Vanbroekhoven K
Titanium Oxide Nanosheets: Graphene Analogues with Versatile Functionalities||Wang L,Sasaki T
Titanium Dioxide-Based Nanomaterials for Photocatalytic Fuel Generations/||Ma Y,Wang X,Jia Y,Chen X,Han H
Photocatalytic Reduction of CO2 on TiO2 and Other Semiconductors||Habisreutinger SN,SchmidtMende L,Stolarczyk JK
Strongly Enhanced Water Splitting Performance of Ta3N5 Nanotube Photoanodes with Subnitrides||Wang L,Zhou X,Nguyen NT,Hwang I,Schmuki P
Cobalt phosphate-modified barium-doped tantalum nitride nanorod photoanode with 1.5% solar energy conversion efficiency||
Progress in bismuth vanadate photoanodes for use in solar water oxidation||Park Y,McDonald KJ,Choi KS
Electrochemical Synthesis of Photoelectrodes and Catalysts for Use in Solar Water Splitting||Kang D,Kim TW,Kubota SR,Cardiel AC,Cha HG
Efficient solar water splitting by enhanced charge separation in a bismuth vanadate-silicon tandem photoelectrode||Abdi FF,Han L,Smets AH,Zeman M,Dam B
The global cryosphere: past, present and future||Frederick E. Nelson
Science and technology for water purification in the coming decades||Mark A. Shannon,Paul W. Bohn,Menachem Elimelech,John G. Georgiadis,Benito J. Mariñas
The impacts of climate change on water resources and agriculture in China||Piao S,Ciais P,Huang Y,Shen Z,Peng S
Rapid runoff via shallow throughflow and deeper preferential flow in a boreal catchment underlain by frozen silt||J. C. Koch,S. A. Ewing,R. Striegl,D. M. McKnight
Observed changes in pan-arctic cold-season minimum monthly river discharge||Asa K. Rennermalm,Eric F. Wood,Tara J. Troy
Evidence of the impact of urbanization on the hydrological regime of a medium-sized periurban catchment in France||I. Braud,P. Breil,F. Thollet,M. Lagouy,F. Branger
The State and Fate of Himalayan Glaciers||Bolch T,Kulkarni A,Kääb A,Huggel C,Paul F
Empirical models for estimating global solar radiation: A review and case study||Fariba Besharat,Ali A. Dehghan,Ahmad R. Faghih
The Geological Evolution of the Tibetan Plateau||Leigh H. Royden,B. Clark Burchfiel,Robert D. van der Hilst
Continental collision slowing due to viscous mantle lithosphere rather than topography||Clark MK
Funding Earth Science in China||
Late Miocene upward and outward growth of eastern Tibet and decreasing monsoon rainfall over the northwestern Indian subcontinent since ~10 Ma||Peter Molnar,Balaji Rajagopalan
Testing models of Tibetan Plateau formation with Cenozoic shortening esGeospheretimates across the Qilian Shan–Nan Shan thrust belt||Zuza Andrew V,Cheng Xiaogan,Yin An
Growth of the Qaidam basin during Cenozoic exhumation in the northern Tibetan Plateau: Inferences from depositional patterns and multiproxy detrital provenance signatures||Bush Meredith A,Saylor Joel E,Horton Brian K,Nie Junsheng
Rapid Glacial Erosion at 1.8 Ma Revealed by 4He/3He Thermochronometry||David L. Shuster,Todd A. Ehlers,Margaret E. Rusmore,Kenneth A. Farley
渐新世以来的南海沉积量及其分布||黄维,汪品先
A review of the challenges in the chemical analysis of the polybrominated diphenyl ethers||Anne P. Vonderheide
The status of soil contamination by semivolatile organic chemicals (SVOCs) in China: A review||Cai QY,Mo CH,Wu QT,Katsoyiannis A,Zeng QY
Acidification, heavy metal mobility and nutrient accumulation in the soil–plant system of a revegetated acid mine wasteland||Yang SX,Liao B,Li JT,Guo T,Shu WS
Typha latifolia (broadleaf cattail) as bioindicator of different types of pollution in aquatic ecosystems—application of self-organizing feature map (neural network)||Klink A,Polechońska L,Cegłowska A,Stankiewicz A
Dioxins and Cardiovascular Disease Mortality||Olivier Humblet,Linda Birnbaum,Eric Rimm,Murray A. Mittleman,Russ Hauser
Water Analysis: Emerging Contaminants and Current Issues||Richardson SD,Kimura SY
A systematic review of the human body burden of e-waste exposure in China||Song Q,Li J
Potential escalation of heat-related working costs with climate and socioeconomic changes in China||Zhao Y,Sultan B,Vautard R,Braconnot P,Wang HJ
Climate extremes: Observations, modeling, and impacts||David R. Easterling,Gerald A. Meehl,Camille Parmesan,Stanley A. Changnon,Thomas R. Karl
Exploring the Interplay between Natural Decadal Variability and Anthropogenic Climate Change in Summer Rainfall over China. Part I: Observational Evidence||Lei Yonghui,Hoskins Brian,Slingo Julia
Trends in intense precipitation in the climate record||Pavel Ya Groisman,Richard W. Knight,David R. Easterling,Thomas R. Karl,Gabriele C. Hegerl
Exposure, instrumentation, and observing practice effects on land temperature measurements||Trewin B
Global-to-regional nested grid climate simulations in the GFDL high resolution atmospheric model||Harris Lucas M,Lin ShianJiann
Contribution of urbanization to warming in China||Ying Sun,Xuebin Zhang,Guoyu Ren,Francis W. Zwiers,Ting Hu
Agents, cells, and cities: new representational models for simulating multiscale urban dynamics||Michael Batty
25 Volumes of the International Journal of Geographical Information Science||Brian Lees
Modeling urban vertical growth using cellular automatad—Guangzhou as a case study||Jian Lin,Bo Huang,Min Chen,Zhen Huang
Cellular automata models for the simulation of real-world urban processes: A review and analysis||In&eacute;s Sant&eacute,Andr&eacute;s M. Garc&iacute;a,David Miranda,Rafael Crecente
Recent Trends in IJGISc||Brian Lees
AITSO: A Tool for Spatial Optimization Based on Artificial Immune Systems||Xiang Zhao,Yaolin Liu,Dianfeng Liu,Xiaoya Ma
Land use and land cover change in Guangzhou, China, from 1998 to 2003, based on Landsat TM/ETM  imagery||Fan F,Weng Q,Wang Y
Examine urban expansion from remote sensing and GIS a case study in Beijing||Yichun XIE,Zuojiang FAN
The origin and evolution of arthropods||Graham E. Budd,Maximilian J. Telford
Fossilized matazoan embryos from the earliest Cambrian||
Anomalocaridid trunk limb homology revealed by a giant filter-feeder with paired flaps||Van Roy P,Daley AC,Briggs DE
The oldest bivalved arthropods from the early Cambrian of East Gondwana: Systematics, biostratigraphy and biogeography||Timothy P. Topper,Christian B. Skovsted,Glenn A. Brock,John R. Paterson
Expression patterns of neural genes in Euperipatoides kanangrensis suggest divergent evolution of onychophoran and euarthropod neurogenesis||Eriksson BJ,Stollewerk A
The sensory dorsal organ of crustaceans||Lerosey-Aubril R,Meyer R
Fossils and the evolution of the arthropod brain||NicholasJ. Strausfeld,Xiaoya Ma,GregoryD. Edgecombe
Modern optics in exceptionally preserved eyes of Early Cambrian arthropods from Australia||Lee MS,Jago JB,GarcíaBellido DC,Edgecombe GD,Gehling JG
On a possible parent crater for Australasian tektites: Geochemical, isotopic, geographical and other constraints||Jiří Mizera,Zdeněk Řanda,Jan Kameník
Drylands extent and environmental issues. A global approach||Remus Pravalie
Promise and reality of market-based environmental policy in China: Empirical analyses of the ecological restoration program on the Qinghai-Tibetan Plateau||Pu Wang,Steven A. Wolf,James P. Lassoie,Gregory L. Poe,Stephen J. Morreale
Growth mechanisms and dune orientation on Titan||
The environmental significance of ventifacts: A critical review||Jasper Knight
The physics of wind-blown sand and dust||Kok JF,Parteli EJ,Michaels TI,Karam DB
Global-scale attribution of anthropogenic and natural dust sources and their emission rates based on MODIS deep blue aerosol products||Ginoux Paul,Prospero Joseph M,Gill Thomas E,Hsu N. Christina,Zhao Ming
Excessive reliance on afforestation in China's arid and semi-arid regions: Lessons in ecological restoration||Shixiong Cao,Li Chen,David Shankman,Chunmei Wang,Xiongbin Wang
Integrating Fossils, Phylogenies, and Niche Models into Biogeography to Reveal Ancient Evolutionary History: The Case of Hypericum (Hypericaceae)||Meseguer AS,Lobo JM,Ree R,Beerling DJ,Sanmartín I
The enigma of the rise of angiosperms: can we untie theknot?||Augusto L,Davies T. J,Delzon S,Schrijver A) Ghent University Forest & Nature Lab Faculty of Bioscience Engineering Gontrode (Melle
Evolutionary diversification of alpine ginger reflects the early uplift of the Himalayan-Tibetan Plateau and rapid extrusion of Indochina||Jian-Li Zhao,Yong-Mei Xia,Charles H. Cannon,W. John Kress,Qing-Jun Li
Climate oscillation during the Quaternary associated with landscape heterogeneity promoted allopatric lineage divergence of a temperate tree Kalopanax septemlobus (Araliaceae) in East Asia||SHOTA SAKAGUCHI,YING-XIONG QIU,YI-HUI LIU,XIN-SHUAI QI,SEA-HYUN KIM
Geological and ecological factors drive cryptic speciation of yews in a biodiversity hotspot||Liu J,Möller M,Provan J,Gao LM,Poudel RC
Molecular evidence for Pleistocene refugia at the eastern edge of the Tibetan Plateau||XIANGJIANG ZHAN †,YIFANG ZHENG †,FUWEN WEI,MICHAEL W. BRUFORD ‡,CHENXI JIA ‡
The population genomics of plant adaptation||Mathieu Siol,Stephen I. Wright,Spencer C. H. Barrett
Plant molecular phylogeography in China and adjacent regions: Tracing the genetic imprints of Quaternary climate and environmental change in the world's most diverse temperate flora||Ying-Xiong Qiu,Cheng-Xing Fu,Hans Peter Comes
Short-lived oxygen diffusion during hot, deep-seated meteoric alteration of anorthosite||Mora CI,Riciputi LR,Cole DR
Intermediate alkali-alumino-silicate aqueous solutions released by deeply subducted continental crust: fluid evolution in UHP OH-rich topaz-kyanite quartzites from Donghai (Sulu, China)||
Strengthening the link between geochronology, textures and petrology||Wolfgang Müller
Metamorphic chemical geodynamics of subduction zones||Gray E. Bebout
Geology, Petrology and O and H isotope geochemistry of remarkably 18O depleted Paleoproterozoic rocks of the Belomorian Belt, Karelia, Russia, attributed to global glaciation 2.4 Ga/||I.N. Bindeman,N.S. Serebryakov
Hafnium isotopes and Zr/Hf of rutile and zircon from lower crustal metapelites (Ivrea–VerbanoZone, Italy): Implications for chemical differentiation of the crust||Tanya A. Ewing,Daniela Rubatto,Jörg Hermann
Evolution of the African continental crust as recorded by U–Pb, Lu–Hf and O isotopes in detrital zircons from modern rivers||Tsuyoshi Iizuka,Ian H. Campbell,Charlotte M. Allen,James B. Gill,Shigenori Maruyama
The realm of ultrahigh-pressure metamorphism||J. A. Gilotti
Recent advances in nanoelectrode architecture for photochemical hydrogen production||Hyung Gyu Park) Institute of Energy Technology Department of Mechanical and Process Engineering Swiss Federal Institute of Technology (ETH,Jason K. Holt
Three-Dimensional Titanium Dioxide Nanomaterials||Dina Fattakhova-Rohlfing,Adriana Zaleska,Thomas Bein
Graphitic Carbon Nitride (g-C3N4)-Based Photocatalysts for Artificial Photosynthesis and Environmental Remediation: AreWe a Step Closer To Achievin Sustainability||WeeJun Ong,LlingLling Tan,Yun Hau Ng,SiekTing Yong,SiangPiao Chai
Two-dimensional covalent carbon nitride nanosheets: synthesis, functionalization, and applications||Jinshui Zhang,Yan Chen,Xinchen Wang
Low-temperature selective catalytic reduction of NOx with NH3 over metal oxide and zeolite catalysts-A review||Junhua Li,Huazhen Chang,Lei Ma,Jiming Hao,Ralph T. Yang
Elucidation of intermediates and mechanisms in heterogeneous catalysis using infrared spectroscopy||Savara A,Weitz E
Composite titanium dioxide nanomaterials||
Improved low temperature NH3-SCR performance of FeMnTiOx mixed oxide with CTAB-assisted synthesis||Wu S,Yao X,Zhang L,Cao Y,Zou W
试论火山岩油气藏成藏机理||刘嘉麒,孟凡超) 中国石油大学(华东,崔岩,张玉涛
Volcanic settings and their reservoir potential: An outcrop analog study on the Miocene Tepoztl¨￠n Formation, Central Mexic||
Volcanic rocks as prolific gas reservoir: A case study from the Qingshen gas field in the Songliao Basin, NE China||Zhi-qiang Feng
Mineralogical and geochemical constraints on magmatic evolution of Paleocene adakitic andesites from the Yanji area, NE China||Feng Guo,Eizo Nakamura,Weiming Fan,Katsura Kobayashi,Chaowen Li
Nature and significance of the Early Cretaceous giant igneous event in eastern China||Fu-Yuan Wu,Jing-Qian Lin,Simon A. Wilde,Xiao'Ou Zhang,Jin-Hui Yang
The floating astronomical time scale for the terrestrial Late Cretaceous Qingshankou Formation from the Songliao Basin of Northeast China and its stratigraphic and paleoclimate implications||Huaichun Wu,Shihong Zhang,Ganqing Jiang,Qinghua Huang
Stable isotopic evidence for climate and basin evolution of the Late Cretaceous Songliao basin, China||C. Page Chamberlain,Xiaoqiao Wan,Stephan A. Graham,Alan R. Carroll,Amalia C. Doebbert
Early Cretaceous volcanism in the northern Songliao Basin, NE China, and its geodynamic implication||F.Q. Zhang,H.L. Chen,X. Yu,C.W. Dong,S.F. Yang
Giant Mesozoic gold provinces related to the destruction of the North China craton||Jian-Wei Li,Shi-Jian Bi,David Selby,Lei Chen,Paulo Vasconcelos
Flat slab subduction, trench suction, and craton destruction: Comparison of the North China, Wyoming, and Brazilian cratons||Timothy M. Kusky,Brian F. Windley,Lu Wang,Zhensheng Wang,Xiaoyong Li
Petrological and Nd-Sr-Os isotopic constraints on the origin of high-Mg adakitic rocks from the North China Craton: Tectonic implications||Chen B,Jahn B.M,Suzuki K
Crust recycling in the sources of two parallel volcanic chains in Shandong, North China||G Zeng,LH Chen,AW Hofmann
Seismic receiver functions and the lithosphere–asthenosphere boundary||Rainer Kind,Xiaohui Yuan,Prakash Kumar
The Lithosphere-Asthenosphere Boundary||
A Global View of the Lithosphere-Asthenosphere Boundary||Catherine A. Rychert,Peter M. Shearer
Assembling North China Craton within the Columbia supercontinent: The role of double-sided subduction||M. Santosh
Low-temperature selective catalytic reduction of NOx with NH3 over metal oxide and zeolite catalysts—A review||Junhua Li,Huazhen Chang,Lei Ma,Jiming Hao,Ralph T. Yang
Ceria-based catalysts for low-temperature selective catalytic reduction of NO with NH3||Changjin Tang,Hongliang Zhang,Lin Dong
Mechanism of arsenic poisoning on SCR catalyst of CeW/Ti and its novel efficient regeneration method with hydrogen||Xiang Li,Junhua Li,Yue Peng,Huazhen Chang,Tao Zhang
Flame-made WO3/CeOx-TiO2 catalysts for selective catalytic reduction of NOx by NH3||Katarzyna Anna MichalowMauke,Ye Lu,Kazimierz Kowalski,Thomas Graule,Maarten Nachtegaal
Unsolved problems in catalysis||
Real-time infrared detection of cyanide flip on silver-alumina NOx removal catalyst||Frédéric Thibault-Starzyk,Etienne Seguin,Sébastien Thomas,Marco Daturi,Heike Arnolds
Development of a detailed surface mechanism for the selective catalytic reduction of NOx with ethanol on silver alumina catalyst||Yuk Fai Tham,J.-Y. Chen,Robert W. Dibble
Catalytic NOx abatement systems for mobile sources: From three-way to lean burn after-treatment technologies||Pascal Granger,Vasile I. Parvulescu
Zircon U-Pb and Hf isotopic constraints on the onset time of India-Asia Collision||Fu-Yuan Wu,Wei-Qiang Ji,Jian-Gang Wang,Chuan-Zhou Liu,Sun-Lin Chung
Geodynamics and metallogeny of the eastern Tethyan metallogenic domain||Zengqian Hou,Hongrui Zhang
Greater India Basin hypothesis and a two-stage Cenozoic collision between India and Asia||van Hinsbergen DJ,Lippert PC,DupontNivet G,McQuarrie N,Doubrovine PV
Penetration of crustal melt beyond the Kunlun Fault into northern Tibet||Florian Le Pape,Alan G. Jones,Jan Vozar,Wei Wenbo
Partially melted, mica-bearing crust in Central Tibet||Hacker B. R,Ritzwoller M. H,Xie J
The coupling of Indian subduction and Asian continental tectonics||Anne Replumaz,Fabio Antonio Capitanio,Stéphane Guillot,Ana M. Negredo,Antonio Villaseñor
Outward-growth of the Tibetan Plateau during the Cenozoic: A review||Chengshan Wang,Jingen Dai,Xixi Zhao,Yalin Li,Stephan A. Graham
Paleomagnetism of early Paleogene marine sediments in southern Tibet, China: Implications to onset of the India–Asia collision and size of Greater India||Zhiyu Yi,Baochun Huang,Junshan Chen,Liwei Chen,Hailong Wang
Projected response of the Indian Ocean Dipole to greenhouse warming||Wenju Cai,Xiao-Tong Zheng,Evan Weller,Mat Collins,Tim Cowan
Indo-Pacific Climate Interactions in the Absence of an Indonesian Throughflow||Kajtar Jules B,Santoso Agus,England Matthew H,Cai Wenju
Coherent Tropical Indo-Pacific Interannual Climate Variability||Claudia E. Wieners,Will P.M. de Ruijter,Wim Ridderinkhof,Anna S. von der Heydt,Henk A. Dijkstra
Indian Ocean Circulation and climate variability||Schott Friedrich A,Xie Shang‐Ping,McCreary Julian P
The dynamics of zonal current variations in the central equatorial Indian Ocean||Nagura Motoki,McPhaden Michael J
Influence of El Nino and Indian Ocean Dipole on sea level variability in the Bay of Bengal||P. Sreenivas,C. Gnanaseelan,K.V.S.R. Prasad
Numerical study of mean flow patterns in the South China Sea and the Luzon Strait||Ching-Sheng Chern,Sen Jan,Joe Wang
Legacies of precipitation fluctuations on primary production: theory and data synthesis||Sala OE,Gherardi LA,Reichmann L,Jobbágy E,Peters D
Comment on “productivity is a poor predictor of plant species richness”||Fridley JD,Grime JP,Huston MA,Pierce S,Smart SM
Consistent responses of soil microbial communities to elevated nutrient inputs in grasslands across the globe||Leff JW,Jones SE,Prober SM,Barberán A,Borer ET
Global patterns and substrate-based mechanisms of the terrestrial nitrogen cycle||Niu Shuli,Classen Aimée T,Dukes Jeffrey S,Kardol Paul,Liu Lingli
Accuracy assessment of interpolation methods in grid DEMsb ased on a variance-scale relation||
Impacts of an anomalously warm year on soil nitrogen availability in experimentally manipulated intact tallgrass prairie ecosystems||PAUL S. J. VERBURG,DALE W. JOHNSON,DAVID E. SCHORRAN,LINDA L. WALLACE,Y. LUO
Regional scale patterns of fine root lifespan and turnover under current and future climate||McCormack LM,Eissenstat DM,Prasad AM,Smithwick EA
Responses of terrestrial ecosystems to temperature and precipitation change: a meta-analysis of experimental manipulation||ZHUOTING WU,PAUL DIJKSTRA,GEORGE W. KOCH,JOSEP PEÑUELAS) Global Ecology Unit CSIC-CEAB-CREAF CREAF (Centre de Recerce Ecològia i Apicacios Forestals,BRUCE A. HUNGATE
A diagnostic calculation of the circulation in the upper and middle layers of the Luzon Strait and the northern South China Sea during March 1992||Malinowska K,Modranka R,Kubiak K,Klimczak A,Mrowicka M
Stochastic community assembly causes higher biodiversity in more productive environments||Jonathan M. Chase
A Method of DTM Construction Based on Quadrangular Irregular Networks and Related Error Analysis||Kang M,Wang M,Du Q
Evidence for a significant urbanization effect on climate in China||Liming Zhou,James E. Hansen
Calibration of Terra/MODIS gross primary production over an irrigated cropland on the North China Plain and an alpine meadow on the Tibetan Plateau||YONGQIANG ZHANG,QIANG YU,JIE JIANG,YANHONG TANG
Effect of climate change over the past half century on the distribution, extent and NPP of ecosystems of Inner Mongolia||ZHANG GUOGANG,KANG YUMEI,HAN GUODONG,SAKURAI KATSUTOSHI
Human population distribution modelling at regional level using very high resolution satellite imagery||Tobias Lung,Tillmann Lübker,James K. Ngochoch,Gertrud Schaab
Spatial variation of soil nutrients on sandy-loam soil||Igor Bogunovic,Milan Mesic,Zeljka Zgorelec,Aleksandra Jurisic,Darija Bilandzija
Gardening in the zone of death: an experimental assessment of the absolute elevation limit of vascular plants||Miroslav Dvorský,Zuzana Chlumská,Jan Altman,Kateřina Čapková,Klára Řeháková
Pseudo-lignin and pretreatment chemistry||Poulomi Sannigrahi,Dong Ho Kim,Seokwon Jung,Arthur Ragauskas
Pretreatment of lignocellulosic biomass for enhanced biogas production||Yi Zheng,Jia Zhao,Fuqing Xu,Yebo Li
Methane production from lignocellulosic agricultural crop wastes: A review in context to second generation of biofuel production||R. Chandra,H. Takeuchi,T. Hasegawa
Challenges and strategies for solid-state anaerobic digestion of lignocellulosic biomass||Yang L. C,Xu F. Q,Ge X. M,Li Y. B
Improving biodegradability and biogas production of wheat straw substrates using sodium hydroxide and hydrothermal pretreatments||R. Chandra,H. Takeuchi,T. Hasegawa,R. Kumar
Effect of aeration rate, C/N ratio and moisture content on the stability and maturity of compost||Guo R,Li G,Jiang T,Schuchardt F,Chen T
Physical and chemical characterizations of corn stover and poplar solids resulting from leading pretreatment technologies||Kumar R,Mago G,Balan V,Wyman CE
Performance and microbial community variations in thermophilic anaerobic digesters treating OTC medicated cow manure under different operational conditions||Akyol Ç,Turker G,Ince O,Ertekin E,Üstüner O
Source–sink communication: regulated by hormone, nutrient, and stress cross-signaling||Yu SM,Lo SF,Ho TD
Non-structural carbohydrate partitioning in grass stems: a target to increase yield stability, stress tolerance, and biofuel production||Slewinski TL
Uniconazole-induced starch accumulation in the bioenergy crop duckweed II: transcriptome alterations of pathways involved in carbohydrate metabolism and endogenous hormone crosstalk||
Transcriptome analysis of proliferating Arabidopsis endosperm reveals biological implications for the control of syncytial division, cytokinin signaling, and gene expression regulation||Robert C. Day,Rowan P. Herridge,Barbara A. Ambrose,Richard C. Macknight
Combined networks regulating seed maturation||Gutierrez L,Van Wuytswinkel O,Castelain M,Bellini C
Senescence, nutrient remobilization, and yield in wheat and barley||Distelfeld A,Avni R,Fischer AM
The effect of drought and heat stress on reproductive processes in cereals||Barnabás B,Jäger K,Fehér A
Relationship between carbohydrate partitioning and drought resistance in common bean||SONIA M. CUELLAR-ORTIZ,MARIA DE LA PAZ ARRIETA-MONTIEL,JORGE ACOSTA-GALLEGOS,ALEJANDRA A. COVARRUBIAS
